GSTR1 Filing Freq,GSTR3B Filing Freq,GSTR1 Filing Status,GSTR3B Filing Status,GSTR1 Filing Date,GSTR3B Filing Date,GSTIN ID,Registration Name,State,Status,E-mail Id,Mobile Number,Registration Start Date,Registration End Date,Jurisdiction 2,Jurisdiction 3,Jurisdiction 4,Registration Type,Constitution of Business,Approving Authority,Return Period,IGST on Import of Goods - 4A1,CGST on Import of Goods - 4A1,SGST on Import of Goods - 4A1,CESS on Import of Goods - 4A1,IGST on Import of Services - 4A2,CGST on Import of Services - 4A2,SGST on Import of Services - 4A2,CESS on Import of Services - 4A2,IGST on Reverse Charge - 4A3,CGST on Reverse Charge - 4A3s,SGST on Reverse Charge - 4A3s,CESS on Reverse Charge - 4A3s,IGST on ISD - 4A4,CGST on ISD - 4A4,SGST on ISD - 4A4,CESS on ISD - 4A4,IGST on Other Supplies - 4A5,CGST on Other Supplies - 4A5,SGST on Other Supplies - 4A5,CESS on Other Supplies - 4A5,IGST - Rule based ITC Reversal - 4B1,CGST - Rule based ITC Reversal- 4B1,SGST - Rule based ITC Reversal- 4B1,Cess - Rule based ITC Reversal- 4B1,IGST - Other ITC Reversal - 4B2,CGST - Other ITC Reversal- 4B2,SGST - Other ITC Reversal- 4B2,Cess - Other ITC Reversal- 4B2,IGST Net ITC - 4C,CGST Net ITC- 4C,SGST Net ITC- 4C,CESS Net ITC- 4C,IGST in 4D1,CGST in 4D1,SGST in 4D1,Cess in 4D1,IGST in 4D2,CGST in 4D2,SGST in 4D2,Cess in 4D2
"M","M","1","1","2022-07-10","2022-07-10","24AADFR3902P2Z1","RAJLAXMI CONSTRUCTION CO.","Gujarat","Active","rajlaxmiconstruction@yahoo.co.in","9879504748","2017-07-01",,"Division - 11","Range - 24","Ghatak 100 (Jamnagar)","Normal Tax payer","Partnership","STATE","202204","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5104681.37","5104681.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5104681.37","5104681.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-07-16","2022-07-16","24AAFFO9309R1ZM","OPERA-INFRASTRUCTURES LLP","Gujarat","Active","dilip@operaenergy.in","9825508411","2018-05-23",,"RAJKOT","JAMNAGAR - I DIVISION","JAMNAGAR-I RANGE","Normal Tax payer","Limited Liability Partnership","CENTER","202204","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1481491.20","3388272.21","3388272.21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1481491.20","3388272.21","3388272.21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-05-10","2022-05-24","24ADEPT1606L1ZJ","R.V. ENTERPRISE","Gujarat","Active","chetan@pashupaticotton.com","9099977558","2017-07-01",,"GANDHINAGAR","KADI DIVISION","RANGE IV","Normal Tax payer","Proprietorship","CENTER","202204","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4858017.00","4858017.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4858017.00","4858017.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-05-11","2022-05-24","24AALFV2388P1ZC","VSP DAIRY INDUSTRIES","Gujarat","Active","vspcorporation1@gmail.com","9909918909","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202204","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30119.26","1268324.45","1268324.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30119.26","1268324.45","1268324.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-01-04","2023-01-31","24ABIPK6373R1ZY","JAY AMBE INDUSTRIES","Gujarat","Active","khemanihrajesh@gmail.com","9099880620","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-III - SANAND","RANGE I","Normal Tax payer","Proprietorship","CENTER","202212","2604762.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","540743.40","5037940.20","5037940.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3145505.40","5037940.20","5037940.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-05-10","2022-05-20","24ADKFS4178E1ZX","SWASTIK CONSTRUCTION","Gujarat","Active","tinubari@rediffmail.com","9925100994","2017-10-18",,"SURAT","DIVISION-XII UMBERGAON","RANGE-V","Normal Tax payer","Partnership","CENTER","202204","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3687.56","1359513.50","1359513.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3687.56","1359513.50","1359513.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-06-09","2022-07-02","24ABIPK6373R1ZY","JAY AMBE INDUSTRIES","Gujarat","Active","khemanihrajesh@gmail.com","9099880620","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-III - SANAND","RANGE I","Normal Tax payer","Proprietorship","CENTER","202205","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3972526.75","3972526.75","0.00","0.00","0.00","0.00","0.00","0.00","15908.40","15908.40","0.00","0.00","3956618.35","3956618.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-06-09","2022-07-08","24ADZFS1440C1Z3","SNS TRENCHLESS ENGINEERING","Gujarat","Active","snste09@gmail.com","8347013430","2019-08-21",,"Division - 6","Range - 14","Ghatak 55 (Bharuch)","Normal Tax payer","Partnership","STATE","202205","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1636890.00","266790.00","266790.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1663690.00","266790.00","266790.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-06-10","2022-06-20","24AALFV2388P1ZC","VSP DAIRY INDUSTRIES","Gujarat","Active","vspcorporation1@gmail.com","9909918909","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202205","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2380.25","2380.25","0.00","0.00","0.00","0.00","0.00","23798.00","316517.98","316517.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23798.00","318898.23","318898.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-08-06","2022-08-20","24ADEPT1606L1ZJ","R.V. ENTERPRISE","Gujarat","Active","chetan@pashupaticotton.com","9099977558","2017-07-01",,"GANDHINAGAR","KADI DIVISION","RANGE IV","Normal Tax payer","Proprietorship","CENTER","202207","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671701.00","671701.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671701.00","671701.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-28","2022-09-28","24AALFJ8777A2Z5","J&A ENGINEERING","Gujarat","Active","Info@jandaengineering.com","9924935247","2017-09-06",,"VADODARA-I","DIVISION-III VADODARA","RANGE-II","Normal Tax payer","Partnership","CENTER","202207","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2125.00","2125.00","0.00","0.00","0.00","0.00","0.00","9532.00","343315.11","343315.11","3574.79","0.00","0.00","0.00","0.00","0.00","5378.40","5378.40","0.00","9532.00","340061.71","340061.71","3574.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"I","I",,,,,"24AAIFF7084K1Z2","Food Fashionista","Gujarat","Active","gmfinance@bthindore.com","9111103590","2022-12-09",,"Division - 5","Range - 10","Ghatak 39 (Vadodara)","Normal Tax payer","Partnership","STATE","202205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00",,,,
"M","M","1","1","2023-02-06","2023-02-06","24AADFR3902P2Z1","RAJLAXMI CONSTRUCTION CO.","Gujarat","Active","rajlaxmiconstruction@yahoo.co.in","9879504748","2017-07-01",,"Division - 11","Range - 24","Ghatak 100 (Jamnagar)","Normal Tax payer","Partnership","STATE","202212","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","731665.91","731665.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","731665.91","731665.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-01-11","2023-01-20","24AAFFO9309R1ZM","OPERA-INFRASTRUCTURES LLP","Gujarat","Active","dilip@operaenergy.in","9825508411","2018-05-23",,"RAJKOT","JAMNAGAR - I DIVISION","JAMNAGAR-I RANGE","Normal Tax payer","Limited Liability Partnership","CENTER","202212","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1382.00","1382.00","0.00","0.00","0.00","0.00","0.00","369047.59","2532390.20","2532390.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","369047.59","2533772.20","2533772.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-01-04","2023-01-19","24ADEPT1606L1ZJ","R.V. ENTERPRISE","Gujarat","Active","chetan@pashupaticotton.com","9099977558","2017-07-01",,"GANDHINAGAR","KADI DIVISION","RANGE IV","Normal Tax payer","Proprietorship","CENTER","202212","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1364055.00","1364055.00","0.00","0.00","0.00","0.00","0.00","484115.00","888324.00","888324.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","484115.00","2252379.00","2252379.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-10","2022-09-24","24AAEFE3626Q1Z7","ERA OVERSEAS","Gujarat","Active","eraoverseas@gmail.com","9978442260","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23553.50","200.00","200.00","0.00","0.00","0.00","0.00","0.00","84461.40","28039.73","28039.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","108014.90","28239.73","28239.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-09","2022-09-20","24AALFP6600L1Z3","POWER GAIN ENGINEERS","Gujarat","Active","accounts@powergainengineers.com","9909412240","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","600.00","229.65","229.65","0.00","0.00","0.00","0.00","0.00","574494.33","166073.33","166073.33","0.00","396.31","0.00","0.00","0.00","18597.89","1802.04","1802.04","0.00","556100.13","164500.94","164500.94","0.00","8828.70","0.00","0.00","0.00","0.00","120.12","120.12","0.00"
"M","M","1","1","2023-01-06","2023-01-17","24AAXFR3097H1ZL","RUDRA-SHAKTI CARTING CONTRACTOR","Gujarat","Active","KEYURPBAROT@YAHOO.COM","7567971795","2018-04-05",,"AHMEDABAD-NORTH","DIVISION-VII - S G HIGHWAY EAST","RANGE V","Normal Tax payer","Partnership","CENTER","202212","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4528.12","4528.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4528.12","4528.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-10","2022-09-19","24ABIPK6373R1ZY","JAY AMBE INDUSTRIES","Gujarat","Active","khemanihrajesh@gmail.com","9099880620","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-III - SANAND","RANGE I","Normal Tax payer","Proprietorship","CENTER","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17939.48","3179205.00","3179205.00","0.00","0.00","0.00","0.00","0.00","0.00","38739.65","38739.65","0.00","17939.48","3140465.35","3140465.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-09-26","2022-10-14","24AGSPR6304A1ZJ","ANJANI  EXCAVATION  OPERATIONS","Gujarat","Active","shrisaiconsultancy27@gmail.com","9825527633","2017-07-01",,"VADODARA-II","DIVISION-VII BHARUCH","RANGE-IV","Normal Tax payer","Proprietorship","CENTER","202208","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","28890.06","28890.06","0.00","0.00","0.00","0.00","0.00","0.00","867190.16","867190.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","896080.22","896080.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-08-10","2022-08-17","24AAEFE3626Q1Z7","ERA OVERSEAS","Gujarat","Active","eraoverseas@gmail.com","9978442260","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202207","760121.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25554.95","217.00","217.00","0.00","0.00","0.00","0.00","0.00","136260.00","60725.32","60725.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","921935.95","60942.32","60942.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-08-09","2022-08-18","24AALFP6600L1Z3","POWER GAIN ENGINEERS","Gujarat","Active","accounts@powergainengineers.com","9909412240","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202207","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","556.00","556.00","0.00","0.00","0.00","0.00","0.00","370006.22","204106.02","204106.02","0.00","0.00","0.00","0.00","0.00","26.85","0.00","0.00","0.00","369979.37","204662.02","204662.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-01-09","2023-01-19","24ADKFS4178E1ZX","SWASTIK CONSTRUCTION","Gujarat","Active","tinubari@rediffmail.com","9925100994","2017-10-18",,"SURAT","DIVISION-XII UMBERGAON","RANGE-V","Normal Tax payer","Partnership","CENTER","202212","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15235.90","33207.84","33207.84","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15235.90","33207.84","33207.84","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-10-11","2022-10-19","24AAMFS4772K1ZO","SUNDEEP SYNTHETICS","Gujarat","Active","ntpl103@gmail.com","9374707500","2017-07-01",,"Division - 8","Range - 17","Ghatak 68 (Surat)","Normal Tax payer","Partnership","STATE","202209","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3584.00","3584.00","0.00","0.00","0.00","0.00","0.00","165710.00","914365.00","914365.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","165710.00","917949.00","917949.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-01-18","2023-01-18","24AADFJ2638N1Z7","JAY PEE AGENCY","Gujarat","Active","jaypee_agency@yahoo.in","9824014018","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202212","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","537.00","537.00","0.00","0.00","0.00","0.00","0.00","464413.51","1021122.32","1021122.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","464413.51","1021659.32","1021659.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-11-02","2022-12-06","24ADZFS1440C1Z3","SNS TRENCHLESS ENGINEERING","Gujarat","Active","snste09@gmail.com","8347013430","2019-08-21",,"Division - 6","Range - 14","Ghatak 55 (Bharuch)","Normal Tax payer","Partnership","STATE","202210","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3250.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","359137.86","298150.00","298150.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","362387.86","298150.00","298150.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Q","Q","1","1","2023-02-02","2023-02-03","24AAPFB2818J1ZD","BHARAT SANITARY AND FITTING","Gujarat","Active","hardikraval133@gmail.com","9898661593","2018-04-18",,"Division - 11","Range - 21","Ghatak 85 (Junagadh)","Normal Tax payer","Partnership","STATE","202212","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","671723.83","671723.83","0.00","0.00","0.00","0.00","0.00","0.00","2340.00","2340.00","0.00","0.00","669383.83","669383.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-01-18","2023-01-18","24AAZFM0141R1ZO","MRG CONSTRUCTIONS","Gujarat","Active","guptasagarcool@gmail.com","9855164267","2021-07-29",,"Division - 4","Range - 8","Ghatak 35 (Deesa)","Normal Tax payer","Partnership","STATE","202212","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","163111.61","489163.02","489163.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","163111.61","489163.02","489163.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-10-11","2022-10-20","24AAEFE3626Q1Z7","ERA OVERSEAS","Gujarat","Active","eraoverseas@gmail.com","9978442260","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202209","411564.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14625.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","260809.32","20836.72","20836.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","686998.32","20836.72","20836.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-10-08","2022-10-20","24AALFP6600L1Z3","POWER GAIN ENGINEERS","Gujarat","Active","accounts@powergainengineers.com","9909412240","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202209","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2250.00","2103.38","2103.38","0.00","0.00","0.00","0.00","0.00","213590.54","344779.88","344779.88","0.00","0.00","1574.85","1574.85","0.00","964.96","0.00","0.00","0.00","214875.58","345308.41","345308.41","0.00","684.96","0.00","0.00","0.00","0.00","32784.00","32784.00","0.00"
"M","M","1","1","2022-10-19","2022-10-20","24AALFV2388P1ZC","VSP DAIRY INDUSTRIES","Gujarat","Active","vspcorporation1@gmail.com","9909918909","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202209","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","392.50","1950.00","1950.00","0.00","0.00","0.00","0.00","0.00","96903.90","573208.00","573208.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","97296.40","575158.00","575158.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-07-11","2022-07-22","24AAEFE3626Q1Z7","ERA OVERSEAS","Gujarat","Active","eraoverseas@gmail.com","9978442260","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10200.00","158.75","158.75","0.00","0.00","0.00","0.00","0.00","26674.92","106746.55","106746.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","36874.92","106905.30","106905.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-07-09","2022-07-20","24AALFP6600L1Z3","POWER GAIN ENGINEERS","Gujarat","Active","accounts@powergainengineers.com","9909412240","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","270.00","270.00","0.00","0.00","0.00","0.00","0.00","943297.28","586367.36","586367.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","943297.28","586637.36","586637.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"I","I",,,,,"24AAIFF7084K1Z2","Food Fashionista","Gujarat","Active","gmfinance@bthindore.com","9111103590","2022-12-09",,"Division - 5","Range - 10","Ghatak 39 (Vadodara)","Normal Tax payer","Partnership","STATE","202209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00",,,,
"M","M","1","1","2022-11-11","2022-11-16","24AAXFR3097H1ZL","RUDRA-SHAKTI CARTING CONTRACTOR","Gujarat","Active","KEYURPBAROT@YAHOO.COM","7567971795","2018-04-05",,"AHMEDABAD-NORTH","DIVISION-VII - S G HIGHWAY EAST","RANGE V","Normal Tax payer","Partnership","CENTER","202210","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","54.00","54.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","54.00","54.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-10-11","2022-11-02","24AAVFG3150G1ZE","GOPAL ISPAT","Gujarat","Active","CA.KPJAGAD@GMAIL.COM","9898354400","2020-07-28",,"BHAVNAGAR","DIVISION - BHAVNAGAR - I","BHAVNAGAR - 1","Normal Tax payer","Partnership","CENTER","202209","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","131.48","131.48","0.00","0.00","0.00","0.00","0.00","1823928.70","3253205.77","3253205.77","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1823928.70","3253337.25","3253337.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-12-30","2023-01-24","24AGSPR6304A1ZJ","ANJANI  EXCAVATION  OPERATIONS","Gujarat","Active","shrisaiconsultancy27@gmail.com","9825527633","2017-07-01",,"VADODARA-II","DIVISION-VII BHARUCH","RANGE-IV","Normal Tax payer","Proprietorship","CENTER","202211","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8371.06","8371.06","0.00","0.00","0.00","0.00","0.00","0.00","445426.94","445426.94","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","453798.00","453798.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-12-09","2023-01-02","24ADZFS1440C1Z3","SNS TRENCHLESS ENGINEERING","Gujarat","Active","snste09@gmail.com","8347013430","2019-08-21",,"Division - 6","Range - 14","Ghatak 55 (Bharuch)","Normal Tax payer","Partnership","STATE","202211","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","450373.00","212930.00","212930.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","450373.00","212930.00","212930.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-12-08","2022-12-30","24ABIPK6373R1ZY","JAY AMBE INDUSTRIES","Gujarat","Active","khemanihrajesh@gmail.com","9099880620","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-III - SANAND","RANGE I","Normal Tax payer","Proprietorship","CENTER","202211","1106947.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","105751.50","105751.50","0.00","0.00","0.00","0.00","0.00","389736.99","8077684.96","8077684.96","0.00","0.00","0.00","0.00","0.00","31863.67","0.00","0.00","0.00","1464820.32","8183436.46","8183436.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-07-05","2022-07-19","24ADEPT1606L1ZJ","R.V. ENTERPRISE","Gujarat","Active","chetan@pashupaticotton.com","9099977558","2017-07-01",,"GANDHINAGAR","KADI DIVISION","RANGE IV","Normal Tax payer","Proprietorship","CENTER","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","914473.00","914473.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","914473.00","914473.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-08-10","2022-08-10","24AALFJ8777A2Z5","J&A ENGINEERING","Gujarat","Active","Info@jandaengineering.com","9924935247","2017-09-06",,"VADODARA-I","DIVISION-III VADODARA","RANGE-II","Normal Tax payer","Partnership","CENTER","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2607.50","58.80","58.80","0.00","0.00","0.00","0.00","0.00","188544.23","90794.71","90794.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","191151.73","90853.51","90853.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-10-08","2022-10-17","24AAXFR3097H1ZL","RUDRA-SHAKTI CARTING CONTRACTOR","Gujarat","Active","KEYURPBAROT@YAHOO.COM","7567971795","2018-04-05",,"AHMEDABAD-NORTH","DIVISION-VII - S G HIGHWAY EAST","RANGE V","Normal Tax payer","Partnership","CENTER","202209","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3883.78","3883.78","0.00","0.00","0.00","0.00","0.00","0.00","3640.77","3640.77","0.00","0.00","243.01","243.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
